Time(in seconds),Queue Density,Dynamic Density,
5102,0.104866,0,
5103,0.104866,0,
5104,0.104866,0,
5105,0.104866,0,
5106,0.104866,0,
5107,0.104866,0,
5108,0.104866,0,
5109,0.104866,0,
5110,0.104866,0,
5111,0.0520997,0,
5112,0.0520997,0,
5113,0.0520997,0,
5114,0.0520997,0,
5115,0.0520997,0,
5116,0.0520997,0,
5117,0.0520997,0,
5118,0.0520997,0,
5119,0.0520997,0,
5120,0.0520997,0,
5121,0.0426281,0,
5122,0.0426281,0,
5123,0.0426281,0,
5124,0.0426281,0,
5125,0.0426281,0,
5126,0.0426281,0,
5127,0.0426281,0,
5128,0.0426281,0,
5129,0.0426281,0,
5130,0.0426281,0,
5131,0.00565082,0,
5132,0.00565082,0,
5133,0.00565082,0,
5134,0.00565082,0,
5135,0.00565082,0,
5136,0.00565082,0,
5137,0.00565082,0,
5138,0.00565082,0,
5139,0.00565082,0,
5140,0.00565082,0,
5141,0,0,
5142,0,0,
5143,0,0,
5144,0,0,
5145,0,0,
5146,0,0,
5147,0,0,
5148,0,0,
5149,0,0,
5150,0,0,
5151,0,0,
5152,0,0,
5153,0,0,
5154,0,0,
5155,0,0,
5156,0,0,
5157,0,0,
5158,0,0,
5159,0,0,
5160,0,0,
5161,0,0,
5162,0,0,
5163,0,0,
5164,0,0,
5165,0,0,
5166,0,0,
5167,0,0,
5168,0,0,
5169,0,0,
5170,0,0,
5171,0,0,
5172,0,0,
5173,0,0,
5174,0,0,
5175,0,0,
5176,0,0,
5177,0,0,
5178,0,0,
5179,0,0,
5180,0,0,
5181,0,0,
5182,0,0,
5183,0,0,
5184,0,0,
5185,0,0,
5186,0,0,
5187,0,0,
5188,0,0,
5189,0,0,
5190,0,0,
5191,0,0,
5192,0,0,
5193,0,0,
5194,0,0,
5195,0,0,
5196,0,0,
5197,0,0,
5198,0,0,
5199,0,0,
5200,0,0,
5201,0,0,
5202,0,0,
5203,0,0,
5204,0,0,
5205,0,0,
5206,0,0,
5207,0,0,
5208,0,0,
5209,0,0,
5210,0,0,
5211,0,0,
5212,0,0,
5213,0,0,
5214,0,0,
5215,0,0,
5216,0,0,
5217,0,0,
5218,0,0,
5219,0,0,
5220,0,0,
5221,0,0,
5222,0,0,
5223,0,0,
5224,0,0,
5225,0,0,
5226,0,0,
5227,0,0,
5228,0,0,
5229,0,0,
5230,0,0,
5231,0,0,
5232,0,0,
5233,0,0,
5234,0,0,
5235,0,0,
5236,0,0,
5237,0,0,
5238,0,0,
5239,0,0,
5240,0,0,
5241,0,0,
5242,0,0,
5243,0,0,
5244,0,0,
5245,0,0,
5246,0,0,
5247,0,0,
5248,0,0,
5249,0,0,
5250,0,0,
5251,0,0,
5252,0,0,
5253,0,0,
5254,0,0,
5255,0,0,
5256,0,0,
5257,0,0,
5258,0,0,
5259,0,0,
5260,0,0,
5261,0.0274704,0,
5262,0.0274704,0,
5263,0.0274704,0,
5264,0.0274704,0,
5265,0.0274704,0,
5266,0.0274704,0,
5267,0.0274704,0,
5268,0.0274704,0,
5269,0.0274704,0,
5270,0.0274704,0,
5271,0.0526836,0,
5272,0.0526836,0,
5273,0.0526836,0,
5274,0.0526836,0,
5275,0.0526836,0,
5276,0.0526836,0,
5277,0.0526836,0,
5278,0.0526836,0,
5279,0.0526836,0,
5280,0.0526836,0,
5281,0.0603055,0,
5282,0.0603055,0,
5283,0.0603055,0,
5284,0.0603055,0,
5285,0.0603055,0,
5286,0.0603055,0,
5287,0.0603055,0,
5288,0.0603055,0,
5289,0.0603055,0,
5290,0.0603055,0,
5291,0.0772031,0,
5292,0.0772031,0,
5293,0.0772031,0,
5294,0.0772031,0,
5295,0.0772031,0,
5296,0.0772031,0,
5297,0.0772031,0,
5298,0.0772031,0,
5299,0.0772031,0,
5300,0.0772031,0,
5301,0.115564,0,
5302,0.115564,0,
5303,0.115564,0,
5304,0.115564,0,
5305,0.115564,0,
5306,0.115564,0,
5307,0.115564,0,
5308,0.115564,0,
5309,0.115564,0,
5310,0.115564,0,
5311,0.128147,0,
5312,0.128147,0,
5313,0.128147,0,
5314,0.128147,0,
5315,0.128147,0,
5316,0.128147,0,
5317,0.128147,0,
5318,0.128147,0,
5319,0.128147,0,
5320,0.128147,0,
5321,0.12801,0,
5322,0.12801,0,
5323,0.12801,0,
5324,0.12801,0,
5325,0.12801,0,
5326,0.12801,0,
5327,0.12801,0,
5328,0.12801,0,
5329,0.12801,0,
5330,0.12801,0,
5331,0.135663,0,
5332,0.135663,0,
5333,0.135663,0,
5334,0.135663,0,
5335,0.135663,0,
5336,0.135663,0,
5337,0.135663,0,
5338,0.135663,0,
5339,0.135663,0,
5340,0.135663,0,
5341,0.152498,0,
5342,0.152498,0,
5343,0.152498,0,
5344,0.152498,0,
5345,0.152498,0,
5346,0.152498,0,
5347,0.152498,0,
5348,0.152498,0,
5349,0.152498,0,
5350,0.152498,0,
5351,0.163141,0,
5352,0.163141,0,
5353,0.163141,0,
5354,0.163141,0,
5355,0.163141,0,
5356,0.163141,0,
5357,0.163141,0,
5358,0.163141,0,
5359,0.163141,0,
5360,0.163141,0,
5361,0.204652,0,
5362,0.204652,0,
5363,0.204652,0,
5364,0.204652,0,
5365,0.204652,0,
5366,0.204652,0,
5367,0.204652,0,
5368,0.204652,0,
5369,0.204652,0,
5370,0.204652,0,
5371,0.206318,0,
5372,0.206318,0,
5373,0.206318,0,
5374,0.206318,0,
5375,0.206318,0,
5376,0.206318,0,
5377,0.206318,0,
5378,0.206318,0,
5379,0.206318,0,
5380,0.206318,0,
5381,0.210452,0,
5382,0.210452,0,
5383,0.210452,0,
5384,0.210452,0,
5385,0.210452,0,
5386,0.210452,0,
5387,0.210452,0,
5388,0.210452,0,
5389,0.210452,0,
5390,0.210452,0,
5391,0.228874,0,
5392,0.228874,0,
5393,0.228874,0,
5394,0.228874,0,
5395,0.228874,0,
5396,0.228874,0,
5397,0.228874,0,
5398,0.228874,0,
5399,0.228874,0,
5400,0.228874,0,
5401,0.243103,0,
5402,0.243103,0,
5403,0.243103,0,
5404,0.243103,0,
5405,0.243103,0,
5406,0.243103,0,
5407,0.243103,0,
5408,0.243103,0,
5409,0.243103,0,
5410,0.243103,0,
5411,0.252876,0,
5412,0.252876,0,
5413,0.252876,0,
5414,0.252876,0,
5415,0.252876,0,
5416,0.252876,0,
5417,0.252876,0,
5418,0.252876,0,
5419,0.252876,0,
5420,0.252876,0,
5421,0.285382,0,
5422,0.285382,0,
5423,0.285382,0,
5424,0.285382,0,
5425,0.285382,0,
5426,0.285382,0,
5427,0.285382,0,
5428,0.285382,0,
5429,0.285382,0,
5430,0.285382,0,
5431,0.302386,0,
5432,0.302386,0,
5433,0.302386,0,
5434,0.302386,0,
5435,0.302386,0,
5436,0.302386,0,
5437,0.302386,0,
5438,0.302386,0,
5439,0.302386,0,
5440,0.302386,0,
5441,0.32225,0,
5442,0.32225,0,
5443,0.32225,0,
5444,0.32225,0,
5445,0.32225,0,
5446,0.32225,0,
5447,0.32225,0,
5448,0.32225,0,
5449,0.32225,0,
5450,0.32225,0,
5451,0.336396,0,
5452,0.336396,0,
5453,0.336396,0,
5454,0.336396,0,
5455,0.336396,0,
5456,0.336396,0,
5457,0.336396,0,
5458,0.336396,0,
5459,0.336396,0,
5460,0.336396,0,
5461,0.333571,0,
5462,0.333571,0,
5463,0.333571,0,
5464,0.333571,0,
5465,0.333571,0,
5466,0.333571,0,
5467,0.333571,0,
5468,0.333571,0,
5469,0.333571,0,
5470,0.333571,0,
5471,0.323457,0,
5472,0.323457,0,
5473,0.323457,0,
5474,0.323457,0,
5475,0.323457,0,
5476,0.323457,0,
5477,0.323457,0,
5478,0.323457,0,
5479,0.323457,0,
5480,0.323457,0,
5481,0.327395,0,
5482,0.327395,0,
5483,0.327395,0,
5484,0.327395,0,
5485,0.327395,0,
5486,0.327395,0,
5487,0.327395,0,
5488,0.327395,0,
5489,0.327395,0,
5490,0.327395,0,
5491,0.360642,0,
5492,0.360642,0,
5493,0.360642,0,
5494,0.360642,0,
5495,0.360642,0,
5496,0.360642,0,
5497,0.360642,0,
5498,0.360642,0,
5499,0.360642,0,
5500,0.360642,0,
5501,0.395569,0,
5502,0.395569,0,
5503,0.395569,0,
5504,0.395569,0,
5505,0.395569,0,
5506,0.395569,0,
5507,0.395569,0,
5508,0.395569,0,
5509,0.395569,0,
5510,0.395569,0,
5511,0.423781,0,
5512,0.423781,0,
5513,0.423781,0,
5514,0.423781,0,
5515,0.423781,0,
5516,0.423781,0,
5517,0.423781,0,
5518,0.423781,0,
5519,0.423781,0,
5520,0.423781,0,
5521,0.431152,0,
5522,0.431152,0,
5523,0.431152,0,
5524,0.431152,0,
5525,0.431152,0,
5526,0.431152,0,
5527,0.431152,0,
5528,0.431152,0,
5529,0.431152,0,
5530,0.431152,0,
5531,0.472706,0,
5532,0.472706,0,
5533,0.472706,0,
5534,0.472706,0,
5535,0.472706,0,
5536,0.472706,0,
5537,0.472706,0,
5538,0.472706,0,
5539,0.472706,0,
5540,0.472706,0,
5541,0.515197,0,
5542,0.515197,0,
5543,0.515197,0,
5544,0.515197,0,
5545,0.515197,0,
5546,0.515197,0,
5547,0.515197,0,
5548,0.515197,0,
5549,0.515197,0,
5550,0.515197,0,
5551,0.52749,0,
5552,0.52749,0,
5553,0.52749,0,
5554,0.52749,0,
5555,0.52749,0,
5556,0.52749,0,
5557,0.52749,0,
5558,0.52749,0,
5559,0.52749,0,
5560,0.52749,0,
5561,0.539842,0,
5562,0.539842,0,
5563,0.539842,0,
5564,0.539842,0,
5565,0.539842,0,
5566,0.539842,0,
5567,0.539842,0,
5568,0.539842,0,
5569,0.539842,0,
5570,0.539842,0,
5571,0.550771,0,
5572,0.550771,0,
5573,0.550771,0,
5574,0.550771,0,
5575,0.550771,0,
5576,0.550771,0,
5577,0.550771,0,
5578,0.550771,0,
5579,0.550771,0,
5580,0.550771,0,
5581,0.567265,0,
5582,0.567265,0,
5583,0.567265,0,
5584,0.567265,0,
5585,0.567265,0,
5586,0.567265,0,
5587,0.567265,0,
5588,0.567265,0,
5589,0.567265,0,
5590,0.567265,0,
5591,0.577748,0,
5592,0.577748,0,
5593,0.577748,0,
5594,0.577748,0,
5595,0.577748,0,
5596,0.577748,0,
5597,0.577748,0,
5598,0.577748,0,
5599,0.577748,0,
5600,0.577748,0,
5601,0.575659,0,
5602,0.575659,0,
5603,0.575659,0,
5604,0.575659,0,
5605,0.575659,0,
5606,0.575659,0,
5607,0.575659,0,
5608,0.575659,0,
5609,0.575659,0,
5610,0.575659,0,
5611,0.5768,0,
5612,0.5768,0,
5613,0.5768,0,
5614,0.5768,0,
5615,0.5768,0,
5616,0.5768,0,
5617,0.5768,0,
5618,0.5768,0,
5619,0.5768,0,
5620,0.5768,0,
5621,0.571529,0,
5622,0.571529,0,
5623,0.571529,0,
5624,0.571529,0,
5625,0.571529,0,
5626,0.571529,0,
5627,0.571529,0,
5628,0.571529,0,
5629,0.571529,0,
5630,0.571529,0,
5631,0.569068,0,
5632,0.569068,0,
5633,0.569068,0,
5634,0.569068,0,
5635,0.569068,0,
5636,0.569068,0,
5637,0.569068,0,
5638,0.569068,0,
5639,0.569068,0,
5640,0.569068,0,
5641,0.568856,0,
5642,0.568856,0,
5643,0.568856,0,
5644,0.568856,0,
5645,0.568856,0,
5646,0.568856,0,
5647,0.568856,0,
5648,0.568856,0,
5649,0.568856,0,
5650,0.568856,0,
5651,0.58258,0,
5652,0.58258,0,
5653,0.58258,0,
5654,0.58258,0,
5655,0.58258,0,
5656,0.58258,0,
5657,0.58258,0,
5658,0.58258,0,
5659,0.58258,0,
5660,0.58258,0,
5661,0.574758,0,
5662,0.574758,0,
5663,0.574758,0,
5664,0.574758,0,
5665,0.574758,0,
5666,0.574758,0,
5667,0.574758,0,
5668,0.574758,0,
5669,0.574758,0,
5670,0.574758,0,
5671,0.586816,0,
5672,0.586816,0,
5673,0.586816,0,
5674,0.586816,0,
5675,0.586816,0,
5676,0.586816,0,
5677,0.586816,0,
5678,0.586816,0,
5679,0.586816,0,
5680,0.586816,0,
5681,0.58939,0,
5682,0.58939,0,
5683,0.58939,0,
5684,0.58939,0,
5685,0.58939,0,
5686,0.58939,0,
5687,0.58939,0,
5688,0.58939,0,
5689,0.58939,0,
5690,0.58939,0,
5691,0.586749,0,
5692,0.586749,0,
5693,0.586749,0,
5694,0.586749,0,
5695,0.586749,0,
5696,0.586749,0,
5697,0.586749,0,
5698,0.586749,0,
5699,0.586749,0,
5700,0.586749,0,
5701,0.619913,0,
5702,0.619913,0,
5703,0.619913,0,
5704,0.619913,0,
5705,0.619913,0,
5706,0.619913,0,
5707,0.619913,0,
5708,0.619913,0,
5709,0.619913,0,
5710,0.619913,0,
5711,0.718133,0,
5712,0.718133,0,
5713,0.718133,0,
5714,0.718133,0,
5715,0.718133,0,
5716,0.718133,0,
5717,0.718133,0,
5718,0.718133,0,
5719,0.718133,0,
5720,0.718133,0,
5721,0.746791,0,
5722,0.746791,0,
5723,0.746791,0,
5724,0.746791,0,
5725,0.746791,0,
5726,0.746791,0,
5727,0.746791,0,
5728,0.746791,0,
5729,0.746791,0,
5730,0.746791,0,
5731,0.746755,0,
5732,0.746755,0,
5733,0.746755,0,
5734,0.746755,0,
5735,0.746755,0,
5736,0.746755,0,
5737,0.746755,0,
